id,historico_id,totais,n1_ano,n2_ano,n3_ano,n4_ano,n5_ano,n6_ano,n7_ano,n8_ano,n9_ano,n1_serie,n2_serie,n3_serie
563,92,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
564,92,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
565,92,Frequência,99%,98%,98%,96%,-,-,-,-,-,-,-,-
566,92,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
570,93,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
571,93,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
572,93,Frequência,94%,-,-,-,-,-,-,-,-,-,-,-
573,93,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
577,94,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
578,94,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
579,94,Frequência,-,94%,94%,89%,80%,-,-,-,-,-,-,-
580,94,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
581,95,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
582,95,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
583,95,Frequência,-,-,99%,82%,98%,95%,-,-,-,-,-,-
584,95,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
588,96,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
589,96,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
590,96,Frequência,95%,95%,96%,96%,98%,-,-,-,-,-,-,-
591,96,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
595,97,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
596,97,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
597,97,Frequência,100%,98%,82%,92%,94%,-,-,-,-,-,-,-
598,97,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
602,98,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
603,98,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
604,98,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
605,98,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
609,99,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
610,99,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
611,99,Frequência,92%,96%,100%,100%,100%,99%,-,-,-,-,-,-
612,99,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
616,100,"Dias Letivos",-,200,200,200,200,200,-,-,-,-,-,-
617,100,"Carga Horária",-,1000,1000,1000,1000,1000,-,-,-,-,-,-
618,100,Frequência,-,92%,94%,95%,100%,95%,-,-,-,-,-,-
619,100,"Resultado Final",-,AP,AP,AP,AP,AP,-,-,-,-,-,-
623,101,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
624,101,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
625,101,Frequência,90%,90%,92%,99%,95%,-,-,-,-,-,-,-
626,101,"Resultado Final",AP,AP,AP,AP,AP,TRAN,-,-,-,-,-,-
627,102,"Dias Letivos",-,-,-,200,-,-,-,-,-,-,-,-
628,102,"Carga Horária",-,-,-,1000,-,-,-,-,-,-,-,-
629,102,Frequência,95%,95%,80%,95%,-,-,-,-,-,-,-,-
630,102,"Resultado Final",AP,AP,AP,AP,TRAN,-,-,-,-,-,-,-
634,103,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
635,103,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
636,103,Frequência,99%,88%,87%,92%,98%,90%,-,-,-,-,-,-
637,103,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
641,104,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
642,104,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
643,104,Frequência,94%,96%,96%,95%,99%,99%,98%,99%,-,-,-,-
644,104,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
645,105,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
646,105,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
647,105,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
648,105,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
649,106,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,-,-
650,106,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
651,106,Frequência,-,86%,88%,90%,89%,98%,97%,97%,95%,90%,-,-
652,106,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
653,107,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
654,107,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
655,107,Frequência,-,-,-,-,97%,-,-,-,-,-,-,-
656,107,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
657,108,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
658,108,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
659,108,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
660,108,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
664,109,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
665,109,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
666,109,Frequência,93%,-,-,-,-,-,-,-,-,-,-,-
667,109,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
668,110,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
669,110,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
670,110,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
671,110,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
675,111,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
676,111,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
677,111,Frequência,-,96%,98%,98%,99%,98%,-,-,-,-,-,-
678,111,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
682,112,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
683,112,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
684,112,Frequência,93%,96%,95%,97%,100%,-,-,-,-,-,-,-
685,112,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
686,113,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
687,113,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
688,113,Frequência,-,-,86%,99%,99%,98%,97%,98%,-,-,-,-
689,113,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
693,114,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
694,114,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
695,114,Frequência,95%,94%,100%,99%,-,-,-,-,-,-,-,-
696,114,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
700,115,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
701,115,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
702,115,Frequência,90%,98%,96%,96%,95%,98%,-,-,-,-,-,-
703,115,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
707,116,"Dias Letivos",200,200,200,-,-,-,-,-,-,200,-,-
708,116,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,1000,-,-
709,116,Frequência,-,-,98%,-,-,-,-,-,-,-,-,-
710,116,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,TRAN,-,-
714,117,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
715,117,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
716,117,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
717,117,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
721,118,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
722,118,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
723,118,Frequência,-,90%,-,-,-,97%,95%,95%,96%,-,-,-
724,118,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
728,119,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
729,119,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
730,119,Frequência,90%,93%,97%,89%,93%,94%,93%,-,-,-,-,-
731,119,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
732,120,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
733,120,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
734,120,Frequência,90%,100%,93%,92%,95%,97%,-,-,-,-,-,-
735,120,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
739,121,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
740,121,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
741,121,Frequência,85%,86%,95%,88%,85%,89%,91%,-,-,-,-,-
742,121,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
746,122,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
747,122,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
748,122,Frequência,98%,98%,94%,97%,95%,99%,98%,95%,98%,-,-,-
749,122,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
753,123,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
754,123,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
755,123,Frequência,77%,91%,-,-,-,-,-,-,-,-,-,-
756,123,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
760,124,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
761,124,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
762,124,Frequência,97%,93%,94%,98%,100%,99%,99%,99%,98%,-,-,-
763,124,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
767,125,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
768,125,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
769,125,Frequência,-,-,-,-,-,98%,99%,-,-,-,-,-
770,125,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
774,126,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
775,126,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
776,126,Frequência,-,-,-,-,-,91%,97%,96%,-,-,-,-
777,126,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
781,127,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
782,127,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
783,127,Frequência,90%,92%,95%,-,-,-,-,-,-,-,-,-
784,127,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
788,128,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
789,128,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
790,128,Frequência,-,-,-,93%,97%,99%,-,-,-,-,-,-
791,128,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
795,129,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
796,129,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
797,129,Frequência,90%,98%,95%,90%,95%,-,-,-,-,-,-,-
798,129,"Resultado Final",AP,AP,AP,AP,AP,TRAN,-,-,-,-,-,-
802,130,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
803,130,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
804,130,Frequência,97%,98%,91%,98%,98%,99%,-,-,-,-,-,-
805,130,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
809,131,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
810,131,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
811,131,Frequência,96%,94%,98%,92%,89%,-,-,-,-,-,-,-
812,131,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
816,132,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
817,132,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
818,132,Frequência,84%,98%,90%,100%,100%,96%,98%,-,-,-,-,-
819,132,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
823,133,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
824,133,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
825,133,Frequência,-,-,96%,98%,97%,-,-,-,-,-,-,-
826,133,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
830,134,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,200
831,134,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
832,134,Frequência,-,96%,-,-,-,97%,98%,98%,99%,98%,98%,98%
833,134,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
837,135,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
838,135,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
839,135,Frequência,93%,93%,97%,85%,96%,98%,97%,98%,99%,-,-,-
840,135,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
844,136,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
845,136,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
846,136,Frequência,93%,94%,97%,90%,92%,95%,94%,93%,98%,-,-,-
847,136,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
851,137,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
852,137,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
853,137,Frequência,-,-,-,-,-,98%,99%,99%,96%,96%,-,-
854,137,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
858,138,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
859,138,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
860,138,Frequência,-,99%,100%,99%,99%,99%,99%,99%,99%,-,-,-
861,138,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
865,139,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
866,139,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
867,139,Frequência,-,-,-,-,-,97%,98%,98%,99%,90%,90%,93%
868,139,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
872,140,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
873,140,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
874,140,Frequência,98%,94%,96%,97%,98%,98%,-,-,-,-,-,-
875,140,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
879,141,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
880,141,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
881,141,Frequência,-,86%,-,88%,93%,95%,-,-,-,-,-,-
882,141,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
886,142,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
887,142,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
888,142,Frequência,96%,98%,98%,100%,100%,-,-,-,-,-,-,-
889,142,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
893,143,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
894,143,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
895,143,Frequência,-,-,-,-,-,98%,98%,98%,97%,-,-,-
896,143,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
900,144,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
901,144,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
902,144,Frequência,88%,85%,87%,100%,80%,-,-,-,-,-,-,-
903,144,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
907,145,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
908,145,"Carga Horária",900,900,900,900,1040,1000,1000,-,-,-,-,-
909,145,Frequência,-,-,-,-,99%,95%,98%,-,-,-,-,-
910,145,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
914,146,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
915,146,"Carga Horária",1000,900,900,900,900,1000,1000,-,-,-,-,-
916,146,Frequência,-,-,-,-,-,98%,95%,-,-,-,-,-
917,146,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
921,147,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,-,-
922,147,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
923,147,Frequência,-,90%,95%,98%,90%,99%,85%,97%,92%,90%,-,-
924,147,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,RE,-,-
928,148,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
929,148,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
930,148,Frequência,-,-,90%,95%,98%,98%,-,-,-,-,-,-
931,148,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
935,149,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
936,149,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
937,149,Frequência,-,-,-,-,97%,-,-,-,-,-,-,-
938,149,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
942,150,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
943,150,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
944,150,Frequência,-,97%,100%,99%,-,-,-,-,-,-,-,-
945,150,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
949,151,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
950,151,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
951,151,"Dias Letivos",99%,99%,98%,99%,99%,99%,-,-,-,-,-,-
952,151,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
956,152,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
957,152,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
958,152,Frequência,99%,98%,98%,97%,99%,98%,99%,98%,99%,-,-,-
959,152,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
963,153,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
964,153,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
965,153,Frequência,-,-,93%,92%,95%,94%,-,-,-,-,-,-
966,153,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
970,154,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
971,154,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
972,154,Frequência,93%,100%,-,-,100%,95%,94%,95%,98%,-,-,-
973,154,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
977,155,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
978,155,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
979,155,Frequência,-,100%,-,-,-,-,-,-,-,-,-,-
980,155,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
984,156,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
985,156,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
986,156,Frequência,96%,93%,95%,99%,99%,99%,99%,99%,99%,-,-,-
987,156,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
991,157,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
992,157,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
993,157,Frequência,95%,95%,89%,95%,-,-,-,-,-,-,-,-
994,157,"Resultado Final",AP,AP,AP,RE,-,-,-,-,-,-,-,-
998,158,"Dias Letivos",-,-,-,-,-,-,-,200,-,-,-,-
999,158,"Carga Horária",800,800,800,800,800,800,800,1000,-,-,-,-
1000,158,Frequência,-,-,-,-,-,-,-,-,-,-,-,-
1001,158,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,TR,-,-,-,-
1005,159,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1006,159,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1007,159,Frequência,-,-,-,-,-,93%,94%,91%,90%,-,-,-
1008,159,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1012,160,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1013,160,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1014,160,Frequência,100%,92%,96%,100%,94%,90%,-,-,-,-,-,-
1015,160,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1019,161,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1020,161,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1021,161,Frequência,79%,85%,94%,84%,83%,-,-,-,-,-,-,-
1022,161,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1026,162,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1027,162,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1028,162,"Dias Letivos",-,-,-,-,-,99%,99%,100%,100%,99%,99%,99%
1029,162,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1033,163,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1034,163,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1035,163,Frequência,-,-,-,-,-,100%,99%,100%,99%,99%,100%,98%
1036,163,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1040,164,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1041,164,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1042,164,Frequência,-,-,83%,94%,97%,96%,96%,97%,95%,-,-,-
1043,164,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1047,165,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
1048,165,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
1049,165,Frequência,-,-,90%,100%,100%,99%,99%,98%,99%,97%,-,-
1050,165,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
1054,166,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1055,166,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1056,166,Frequência,96%,96%,99%,95%,99%,99%,100%,-,-,-,-,-
1057,166,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1061,169,"Dias Letivos",-,200,-,-,-,-,-,-,-,-,-,-
1062,169,"Carga Horária",-,1000,-,-,-,-,-,-,-,-,-,-
1063,169,Frequência,-,80%,-,-,-,-,-,-,-,-,-,-
1064,169,"Resultado Final",-,AP,-,-,-,-,-,-,-,-,-,-
1068,170,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1069,170,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1070,170,Frequência,97%,-,-,-,-,-,-,-,-,-,-,-
1071,170,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1075,171,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1076,171,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1077,171,Frequência,85%,98%,100%,91%,95%,95%,-,-,-,-,-,-
1078,171,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1082,172,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1083,172,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1084,172,Frequência,95%,94%,89%,90%,97%,-,-,-,-,-,-,-
1085,172,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1089,173,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1090,173,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1091,173,Frequência,100%,100%,-,-,-,-,-,-,-,-,-,-
1092,173,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1096,174,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1097,174,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1098,174,Frequência,-,-,-,-,95%,96%,96%,90%,91%,-,-,-
1099,174,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1103,175,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1104,175,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1105,175,Frequência,95%,95%,95%,97%,98%,98%,99%,99%,99%,-,-,-
1106,175,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1110,176,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1111,176,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1112,176,Frequência,98%,87%,97%,96%,100%,90%,-,-,-,-,-,-
1113,176,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1117,177,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1118,177,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1119,177,Frequência,93%,98%,98%,98%,96%,-,-,-,-,-,-,-
1120,177,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1124,178,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1125,178,"Carga Horária",1000,900,900,900,900,1000,1000,-,-,-,-,-
1126,178,Frequência,-,-,-,-,-,95%,92%,-,-,-,-,-
1127,178,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1131,179,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
1132,179,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
1133,179,Frequência,-,-,-,-,98%,100%,98%,99%,97%,99%,-,-
1134,179,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
1138,180,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1139,180,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1140,180,Frequência,100%,100%,-,-,-,-,-,-,-,-,-,-
1141,180,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
